321	63	25200	4
322	54	25201	4
323	45	32203	1
324	38	32203	2
325	42	32203	3
326	25	32204	1
327	22	32204	2
328	41	32204	4
329	41	22417	1
330	19	22417	3
331	42	28478	3
332	56	28478	4
333	7	23082	1
334	33	23082	2
335	17	23082	3
336	22	23082	4
337	72	31023	4
338	93	22462	1
339	30	22462	2
340	19	22462	3
341	51	22462	4
342	7	24699	1
343	91	24699	3
344	48	24699	4
345	36	29364	1
346	53	29364	2
347	59	29364	3
348	35	29364	4
349	12	24818	1
350	20	24818	2
351	66	24818	3
352	44	24818	4
353	2	22522	3
354	62	22522	4
355	40	32467	3
356	0	22083	1
357	42	22083	3
358	34	22083	4
359	49	22474	4
360	54	4227	1
361	70	4227	2
362	42	4227	3
363	26	4227	4
364	67	5059	1
365	52	5059	2
366	27	5059	4
367	54	4430	4
368	53	9028	1
369	40	9028	3
370	67	8558	1
371	53	8558	3
372	56	8558	4
373	15	8368	1
374	27	8368	2
375	42	8368	4
376	26	4431	4
377	12	14106	2
378	20	14106	3
379	42	14106	4
380	48	228	4
381	0	25376	1
382	49	25376	3
383	27	25376	4
384	33	25377	1
385	48	25377	2
386	24	25377	4
387	43	18131	1
388	80	18131	2
389	75	18131	3
390	76	18131	4
391	90	16821	4
392	11	17813	4
393	47	17915	4
394	23	16457	2
395	50	13759	4
396	71	15863	4
397	55	21495	3
398	39	21495	4
399	83	22392	1
400	48	22392	2
401	66	22392	3
402	83	22392	4
403	25	32612	2
404	75	26223	3
405	15	25087	1
406	23	25087	2
407	45	25087	3
408	45	28669	1
409	38	28669	2
410	42	28669	3
411	50	26526	1
412	83	26526	2
413	50	26526	4
414	51	24513	2
415	67	27175	1
416	77	27175	2
417	77	27175	3
418	38	27175	4
419	52	26653	4
420	24	23685	2
421	45	28668	1
422	38	28668	2
423	42	28668	3
424	72	23848	1
425	68	23848	3
426	58	23848	4
427	62	23684	3
428	80	16456	1
429	30	16456	4
430	56	16818	1
431	42	16818	3
432	67	16818	4
433	8	21137	3
434	64	21137	4
435	83	18717	1
436	48	18717	2
437	66	18717	3
438	38	20525	3
439	6	17615	1
440	40	17615	4
441	79	19891	4
442	27	13286	4
443	2	16129	3
444	41	16129	4
445	52	14777	1
446	61	14777	2
447	42	14777	3
448	39	14777	4
449	9	21133	2
450	64	21133	4
451	43	13594	4
452	38	19142	3
453	49	19142	4
454	40	17987	3
455	40	14780	3
456	40	20369	3
457	80	20369	4
458	40	17952	3
459	62	17952	4
460	35	15450	1
461	34	15450	2
462	2	15450	3
463	41	15450	4
464	44	20494	2
465	44	20494	3
466	69	14706	1
467	66	14706	2
468	58	14706	3
469	79	14706	4
470	92	15594	1
471	67	15594	2
472	41	15594	3
473	48	15594	4
474	40	12780	3
475	45	12780	4
476	33	20331	3
477	40	14552	3
478	47	14552	4
479	69	23652	4
480	47	21949	4
481	27	22224	1
482	52	22224	2
483	83	22224	4
484	16	4105	3
485	79	4105	4
486	19	10518	2
487	9	10518	3
488	26	10518	4
489	52	29791	2
490	25	29791	3
491	45	29791	4
492	67	18505	1
493	47	18505	2
494	48	18505	3
495	55	18505	4
496	41	19676	4
497	76	19372	1
498	52	19372	2
499	46	19372	3
500	71	19372	4
501	19	12506	2
502	32	12506	3
503	47	12506	4
504	42	20188	3
505	26	20188	4
506	54	18597	4
507	50	16569	1
508	47	16569	4
509	47	16993	4
510	69	19674	4
511	74	19218	1
512	78	19218	2
513	27	19218	4
514	24	19219	1
515	56	19219	2
516	27	19219	4
517	20	30701	3
518	52	30701	4
519	32	32187	1
520	58	32187	2
521	69	32187	3
522	50	32187	4
523	28	25648	4
524	48	25812	4
525	50	24614	1
526	52	24614	2
527	37	24614	3
528	83	24614	4
529	28	27249	3
530	42	22210	2
531	42	22210	3
532	14	22210	4
533	64	25158	4
534	67	23369	1
535	25	25647	2
536	31	25647	4
537	26	30765	4
538	46	31654	1
539	41	31654	2
540	44	31654	3
541	49	31654	4
542	53	25228	4
543	23	31938	1
544	19	31938	2
545	8	31938	3
546	62	31938	4
547	0	31753	1
548	9	31753	4
549	14	9684	4
550	52	10173	4
551	75	6220	1
552	72	6220	2
553	45	8920	1
554	38	8920	2
555	42	8920	3
556	55	9860	3
557	59	9860	4
558	58	4753	1
559	73	4753	2
560	79	4753	4
561	40	6094	3
562	59	6094	4
563	19	8596	3
564	26	6219	2
565	69	4926	4
566	77	4226	2
567	77	4226	3
568	50	4226	4
569	0	27812	1
570	27	27812	4
571	45	15021	4
572	45	14287	3
573	62	14287	4
574	40	10214	3
575	53	10214	4
576	83	22209	4
577	23	4814	2
578	7	18230	1
579	53	18230	4
580	59	15366	1
581	75	15366	2
582	67	15366	3
583	27	15366	4
584	65	18229	4
585	79	20862	4
586	16	13199	4
587	69	15832	1
588	55	15832	2
589	46	15832	3
590	69	15832	4
591	54	18736	4
592	62	18880	1
593	52	18880	2
594	54	18880	3
595	26	16890	1
596	39	16890	2
597	51	16890	3
598	30	11926	4
599	53	17136	1
600	25	17136	2
601	55	17136	4
602	79	15349	4
603	22	4257	1
604	53	4257	2
605	83	4257	3
606	36	4257	4
607	0	6522	1
608	16	6522	3
609	13	6522	4
610	12	5798	2
611	52	5798	4
612	63	6784	4
613	45	5898	1
614	38	5898	2
615	42	5898	3
616	56	5898	4
617	52	9555	1
618	45	9555	2
619	33	9555	3
620	24	8518	3
621	40	23024	3
622	28	32301	3
623	89	32301	4
624	11	29589	2
625	35	25182	1
626	36	25182	2
627	34	25182	3
628	49	25182	4
629	53	29569	1
630	42	29569	3
631	52	29569	4
632	72	27324	1
633	72	27324	2
634	14	27324	4
635	34	24690	1
636	67	24690	2
637	2	24690	3
638	43	24690	4
639	62	24883	1
640	60	24883	2
641	8	24883	3
642	27	9960	3
643	66	7753	3
644	43	7753	4
645	55	6328	3
646	30	6328	4
647	78	4800	2
648	39	4800	3
649	20	6440	4
650	72	6594	1
651	48	6594	2
652	20	6594	3
653	43	6594	4
654	14	7752	1
655	12	7752	2
656	25	7752	3
657	36	7752	4
658	69	9739	4
659	40	7779	3
660	11	7779	4
661	62	8276	4
662	25	6258	3
663	50	6258	4
664	63	7303	2
665	31	7303	3
666	26	7303	4
667	16	4447	3
668	7	24212	2
669	32	24212	3
670	36	24212	4
671	20	23999	3
672	73	27217	2
673	25	27217	4
674	19	29525	2
675	21	29525	3
676	57	29525	4
677	4	32656	1
678	19	32656	2
679	16	32656	3
680	41	32656	4
681	0	10426	1
682	9	10426	4
683	32	9068	1
684	55	20464	4
685	40	17012	3
686	62	17012	4
687	85	11024	2
688	41	11024	4
689	84	20317	2
690	63	20317	4
691	40	12411	3
692	66	12411	4
693	15	13612	1
694	23	13612	2
695	24	13612	4
696	7	17182	1
697	39	17182	3
698	39	17182	4
699	60	18255	1
700	63	18255	2
701	51	18255	3
702	54	18255	4
703	21	18198	3
704	71	23279	1
705	58	23279	2
706	40	23279	3
707	47	23279	4
708	45	7454	4
709	6	10593	1
710	56	10593	4
711	37	9904	4
712	84	32168	2
713	83	32168	4
714	66	8532	3
715	36	8532	4
716	44	8601	1
717	66	8601	2
718	66	8601	3
719	79	8601	4
720	83	9082	1
721	57	9082	2
722	69	9082	3
723	26	28654	1
724	39	28654	2
725	27	28654	3
726	25	28654	4
727	34	23697	2
728	70	23697	3
729	59	23697	4
730	48	31709	4
731	20	30002	3
732	20	24446	3
733	40	31393	3
734	6	7451	1
735	40	29529	3
736	59	29529	4
737	74	27054	1
738	52	27054	2
739	79	27054	3
740	55	27054	4
741	26	9766	4
742	38	30586	3
743	55	30586	4
744	28	17106	2
745	31	17106	3
746	50	14210	1
747	81	14210	2
748	44	14210	3
749	55	14210	4
750	10	13461	4
751	55	14788	4
752	43	19520	4
753	48	3613	4
754	36	29695	2
755	35	23112	1
756	9	23112	2
757	58	23112	3
758	64	23112	4
759	39	3971	4
760	11	5994	2
761	46	5994	4
762	22	1830	2
763	25	1830	4
764	19	1831	2
765	40	1831	3
766	14	1831	4
767	40	520	3
768	33	520	4
769	70	519	4
770	0	1593	1
771	25	1593	4
772	62	1592	4
773	56	26594	1
774	65	26594	2
775	39	26594	3
776	57	26594	4
777	6	31186	1
778	40	31186	3
779	50	31186	4
780	42	26595	3
781	61	26595	4
782	82	4401	2
783	67	8444	4
784	6	17065	1
785	9	17065	2
786	70	17065	3
787	59	17065	4
788	76	29499	4
789	0	8519	1
790	21	8519	4
791	26	24848	1
792	32	24848	2
793	62	24848	3
794	52	24848	4
795	83	28181	4
796	64	14489	2
797	22	14489	4
798	40	20364	3
799	29	20364	4
800	56	21232	4
801	13	30550	2
802	55	30550	4
803	56	9767	1
804	49	9767	2
805	69	9767	3
806	24	9767	4
807	6	8580	1
808	78	8580	3
809	50	8580	4
810	18	24175	1
811	9	24175	2
812	8	24175	3
813	37	24175	4
814	25	9724	4
815	12	10179	2
816	54	10179	4
817	52	6530	4
818	58	8983	1
819	57	8983	2
820	56	8983	3
821	49	8983	4
822	88	5841	4
823	79	7298	4
824	25	4275	4
825	4	7562	1
826	19	7562	2
827	44	7562	3
828	49	7562	4
829	25	8899	2
830	56	8899	4
831	23	10595	2
832	44	10595	3
833	25	10595	4
834	0	9957	1
835	47	9957	4
836	17	9374	2
837	2	9374	3
838	58	9374	4
839	29	5101	4
840	70	9019	1
841	59	9019	2
842	30	9019	3
843	36	9019	4
844	38	23725	4
845	11	31135	1
846	18	31135	2
847	41	31135	3
848	40	31135	4
849	64	27838	1
850	43	27838	2
851	54	27838	3
852	56	27838	4
853	64	31692	2
854	19	22170	4
855	16	32207	4
856	42	24241	3
857	64	24241	4
858	36	24808	1
859	32	24808	2
860	28	24808	3
861	44	24808	4
862	74	7463	1
863	66	7463	2
864	39	7463	3
865	39	7463	4
866	51	8678	4
867	50	7707	1
868	75	7707	2
869	58	7707	3
870	68	7707	4
871	25	4739	1
872	52	4739	2
873	37	4739	3
874	38	4739	4
875	48	32026	2
876	48	32026	3
877	38	32027	4
878	75	27839	4
879	40	22174	3
880	11	22174	4
881	12	22175	3
882	50	22175	4
883	30	28666	4
884	40	16994	3
885	62	16994	4
886	86	13376	4
887	67	3850	1
888	45	3850	3
889	31	27429	1
890	46	27429	2
891	38	27429	3
892	36	27429	4
893	6	1554	1
894	40	1554	4
895	40	28758	3
896	50	28758	4
897	50	30079	1
898	59	30079	2
899	61	30079	3
900	50	30079	4
901	45	7737	1
902	48	7737	2
903	66	7737	3
904	74	7737	4
905	34	9515	1
906	48	9515	2
907	55	26907	1
908	43	26907	2
909	39	26907	4
910	16	23888	4
911	8	22899	3
912	58	23916	1
913	55	23916	2
914	37	23916	3
915	53	23916	4
916	62	10358	2
917	45	10358	3
918	19	15867	2
919	42	15867	4
920	57	26989	4
921	78	3784	4
922	51	6393	1
923	34	6393	4
924	66	13618	1
925	44	13618	2
926	14	13618	3
927	39	13618	4
928	20	28372	2
929	54	28372	4
930	23	6218	2
931	2	6218	3
932	73	6218	4
933	50	1272	1
934	52	1272	2
935	37	1272	3
936	25	1272	4
937	70	17161	2
938	86	17161	4
939	56	10955	1
940	69	10955	2
941	69	10955	3
942	58	16909	2
943	30	19971	1
944	54	19971	2
945	30	19971	3
946	34	19971	4
947	12	7418	2
948	35	7418	4
949	51	6612	4
950	9	13346	2
951	23	13346	3
952	56	13346	4
953	56	28811	1
954	38	28811	2
955	42	28811	3
956	73	28811	4
957	83	17642	1
958	48	17642	2
959	66	17642	3
960	59	17642	4
961	11	5905	2
962	61	24220	4
963	52	24221	2
964	28	24221	3
965	70	24221	4
966	27	4448	3
967	79	4448	4
968	15	4449	1
969	31	4449	2
970	27	4449	4
971	30	4450	2
972	62	4450	3
973	69	4450	4
974	35	2187	4
975	15	1322	1
976	38	1322	2
977	21	1322	3
978	35	1322	4
979	61	4042	1
980	55	4042	2
981	35	19491	1
982	48	19491	2
983	20	19491	3
984	32	31022	1
985	33	31022	3
986	45	31022	4
987	62	22194	1
988	48	22194	2
989	53	22194	4
990	37	27733	1
991	32	27733	2
992	9	27733	3
993	36	27733	4
994	22	27190	4
995	53	32232	1
996	64	32232	2
997	53	32232	4
998	38	22143	4
999	57	28021	4
1000	69	19492	1
1001	55	19492	2
1002	50	19492	3
1003	83	19492	4
1004	50	28201	1
1005	52	28201	2
1006	37	28201	3
1007	26	28201	4
1008	20	29272	2
1009	45	29272	4
1010	50	28202	1
1011	52	28202	2
1012	37	28202	3
1013	26	28202	4
1014	28	28312	4
1015	75	21841	1
1016	67	21841	2
1017	50	21841	3
1018	53	21841	4
1019	6	22714	1
1020	17	22714	3
1021	40	22714	4
1022	26	30760	4
1023	46	23917	3
1024	26	23917	4
1025	61	27701	1
1026	69	27701	2
1027	58	27701	4
1028	41	23401	1
1029	45	23401	3
1030	60	23401	4
1031	62	32758	1
1032	55	32758	2
1033	46	32758	3
1034	29	32758	4
1035	8	13888	3
1036	86	13888	4
1037	45	16000	3
1038	44	20095	2
1039	48	20095	3
1040	68	20095	4
1041	20	26592	3
1042	15	17926	1
1043	23	17926	2
1044	60	17926	4
1045	34	652	2
1046	84	652	3
1047	69	652	4
1048	58	23417	4
1049	1	23418	1
1050	75	23418	2
1051	43	23418	3
1052	70	23418	4
1053	2	16361	3
1054	55	16361	4
1055	74	13590	1
1056	64	13590	2
1057	44	13590	3
1058	79	8722	4
1059	24	23987	3
1060	33	89	3
1061	38	89	4
1062	77	9109	2
1063	77	9109	3
1064	72	9109	4
1065	56	25065	1
1066	55	25065	2
1067	63	25065	3
1068	50	25065	4
1069	45	32466	1
1070	44	32466	2
1071	31	32466	3
1072	67	32466	4
1073	66	2117	2
1074	34	2117	4
1075	25	1137	4
1076	25	1400	4
1077	48	8593	1
1078	52	8593	4
1079	12	4181	3
1080	43	4181	4
1081	51	9637	4
1082	50	27837	4
1083	58	3492	4
1084	42	14492	4
1085	48	7617	1
1086	44	7617	2
1087	56	7617	3
1088	47	7617	4
1089	83	7735	1
1090	48	7735	2
1091	66	7735	3
1092	60	7735	4
1093	32	7736	1
1094	45	7736	2
1095	70	7736	3
1096	50	7736	4
1097	86	21029	4
1098	29	16370	3
1099	11	16370	4
1100	6	15295	1
1101	40	15295	3
1102	56	19476	1
1103	53	19476	2
1104	57	19476	4
1105	48	21895	4
1106	26	20060	4
1107	22	16999	3
1108	50	16999	4
1109	46	17000	4
1110	25	3154	4
1111	14	3605	2
1112	25	3605	4
1113	20	26927	3
1114	44	26927	4
1115	40	30313	3
1116	75	18990	1
1117	83	18990	2
1118	78	18990	3
1119	45	18990	4
1120	59	13095	2
1121	49	13095	4
1122	83	18991	1
1123	48	18991	2
1124	44	18991	3
1125	61	18991	4
1126	64	18992	4
1127	81	24519	2
1128	42	24519	3
1129	30	26996	1
1130	61	26996	2
1131	49	26996	3
1132	54	22701	4
1133	76	30450	1
1134	55	30450	2
1135	50	30450	3
1136	50	30450	4
1137	58	23416	4
1138	40	13682	3
1139	40	17647	3
1140	11	6693	4
1141	60	10259	4
1142	1	10046	3
1143	56	10046	4
1144	40	5605	3
1145	26	5605	4
1146	41	10260	4
1147	33	21897	1
1148	28	21897	3
1149	48	21897	4
1150	65	5332	1
1151	81	5332	2
1152	69	5332	3
1153	48	5332	4
1154	78	10287	4
1155	6	4749	1
1156	51	4749	4
1157	15	10514	1
1158	33	10514	2
1159	17	10514	3
1160	55	10514	4
1161	46	7134	4
1162	53	5331	1
1163	52	5331	4
1164	14	10288	2
1165	55	10288	3
1166	52	10288	4
1167	83	21898	4
1168	79	4750	4
1169	31	8500	4
1170	40	10515	3
1171	50	10515	4
1172	38	7133	2
1173	28	7133	3
1174	48	7133	4
1175	12	4268	2
1176	20	4268	3
1177	29	4268	4
1178	51	6993	2
1179	29	6993	3
1180	66	6993	4
1181	41	7716	4
1182	50	7340	1
1183	52	7340	2
1184	37	7340	3
1185	31	7340	4
1186	53	22407	4
1187	9	7968	3
1188	35	7968	4
1189	9	7612	2
1190	55	7612	4
1191	26	30143	1
1192	39	30143	2
1193	34	30143	3
1194	27	30143	4
1195	48	9655	4
1196	52	30539	4
1197	26	1324	3
1198	55	1324	4
1199	20	20505	3
1200	89	20505	4
1201	58	16792	2
1202	64	16792	3
1203	43	16792	4
1204	39	17922	2
1205	48	17922	3
1206	24	17922	4
1207	47	20453	1
1208	58	20453	2
1209	28	20453	3
1210	47	17921	2
1211	2	17921	3
1212	73	17921	4
1213	42	11360	3
1214	25	11360	4
1215	69	3182	4
1216	50	9177	1
1217	83	9177	2
1218	16	9177	4
1219	62	25252	1
1220	66	25252	2
1221	56	25252	4
1222	40	17709	4
1223	56	11372	1
1224	69	11372	2
1225	69	11372	3
1226	44	11372	4
1227	25	6288	4
1228	56	4734	1
1229	54	4734	4
1230	45	28498	4
1231	15	28499	1
1232	23	28499	2
1233	37	28499	4
1234	20	14955	3
1235	59	14955	4
1236	20	5930	2
1237	42	5930	4
1238	8	14949	3
1239	72	14949	4
1240	46	21239	4
1241	20	17268	4
1242	28	18455	2
1243	48	18455	4
1244	16	13086	3
1245	48	13086	4
1246	0	13690	1
1247	45	13690	4
1248	42	16630	4
1249	45	15785	4
1250	69	13125	3
1251	54	13125	4
1252	83	14963	1
1253	48	14963	2
1254	49	14963	3
1255	55	14963	4
1256	24	11359	4
1257	6	16055	4
1258	46	3036	1
1259	59	3036	2
1260	31	3036	3
1261	38	18012	3
1262	49	18012	4
1263	18	27202	1
1264	9	27202	2
1265	8	27202	3
1266	49	27202	4
1267	55	24160	1
1268	48	24160	2
1269	63	24160	3
1270	49	24160	4
1271	0	30510	1
1272	53	30510	2
1273	44	30510	3
1274	39	30510	4
1275	49	11230	4
1276	40	22679	3
1277	35	22679	4
1278	50	22204	4
1279	25	27389	2
1280	59	27389	4
1281	67	29678	1
1282	19	29678	2
1283	56	29678	4
1284	64	29680	1
1285	64	29680	2
1286	55	29680	3
1287	59	29680	4
1288	59	31971	2
1289	44	31971	3
1290	11	27191	2
1291	9	27191	3
1292	34	27191	4
1293	0	24985	3
1294	49	24985	4
1295	40	18253	3
1296	34	18253	4
1297	53	29679	1
1298	30	29679	2
1299	50	29679	3
1300	52	29679	4
1301	41	21814	1
1302	55	21814	2
1303	48	21814	3
1304	35	21814	4
1305	83	31850	1
1306	48	31850	2
1307	52	31850	3
1308	72	31850	4
1309	82	32149	1
1310	74	32149	2
1311	75	32149	3
1312	50	14661	1
1313	78	14661	2
1314	2	14661	3
1315	42	14661	4
1316	15	28434	1
1317	23	28434	2
1318	41	28434	4
1319	50	22320	4
1320	75	25207	2
1321	19	25207	3
1322	45	25207	4
1323	20	2472	3
1324	47	5702	4
1325	56	23955	1
1326	73	23955	2
1327	58	23955	4
1328	85	23956	2
1329	33	9764	1
1330	56	9764	2
1331	2	9764	3
1332	48	9764	4
1333	35	25069	1
1334	55	25069	2
1335	48	25069	3
1336	64	25069	4
1337	0	29038	1
1338	28	29038	2
1339	23	29038	3
1340	41	29038	4
1341	70	6411	4
1342	22	6475	2
1343	41	6475	3
1344	44	6475	4
1345	32	7003	1
1346	47	7003	2
1347	75	7003	3
1348	57	7003	4
1349	37	27800	3
1350	35	27801	1
1351	23	27801	2
1352	58	27801	3
1353	41	27801	4
1354	50	29806	1
1355	54	29806	2
1356	42	29806	3
1357	34	29806	4
1358	20	14539	3
1359	56	14539	4
1360	40	3741	3
1361	53	6287	2
1362	40	6474	3
1363	54	6474	4
1364	26	13143	1
1365	26	13143	2
1366	37	13143	3
1367	55	13270	4
1368	33	3518	1
1369	62	3518	2
1370	39	3518	3
1371	30	28562	2
1372	32	28562	4
1373	27	2269	1
1374	52	2269	2
1375	50	2269	4
1376	84	28276	3
1377	45	28276	4
1378	6	28277	1
1379	45	28277	3
1380	76	28277	4
1381	26	14251	1
1382	39	14251	2
1383	51	14251	3
1384	52	14251	4
1385	6	8798	1
1386	74	8798	4
1387	28	3740	3
1388	37	3740	4
1389	26	21828	4
1390	28	8088	1
1391	66	8088	2
1392	58	8088	3
1393	53	8088	4
1394	59	31970	2
1395	36	31970	3
1396	27	31970	4
1397	38	31518	1
1398	40	31518	2
1399	51	31518	3
1400	46	31518	4
1401	6	16627	1
1402	9	16627	2
1403	23	16627	3
1404	50	16627	4
1405	64	11303	1
1406	72	11303	2
1407	26	11303	4
1408	42	12245	1
1409	38	12245	2
1410	69	18170	1
1411	55	18170	2
1412	50	18170	3
1413	42	18170	4
1414	50	18998	1
1415	23	18998	2
1416	55	18998	3
1417	62	18998	4
1418	54	11864	1
1419	72	11864	2
1420	62	11865	4
1421	77	28829	2
1422	75	28829	3
1423	47	28829	4
1424	83	11866	3
1425	43	11866	4
1426	25	28001	3
1427	50	28001	4
1428	57	24569	4
1429	7	24568	1
1430	40	24568	4
1431	28	28561	3
1432	11	28561	4
1433	33	27512	1
1434	43	27512	2
1435	47	27512	3
1436	42	27512	4
1437	28	7208	2
1438	34	7208	4
1439	56	9528	4
1440	50	11908	4
1441	15	17675	1
1442	27	17675	2
1443	28	17675	4
1444	44	24622	1
1445	58	24622	3
1446	34	24622	4
1447	62	15039	3
1448	23	24821	2
1449	51	24821	4
1450	23	32547	2
1451	42	32547	3
1452	55	26727	4
1453	50	21535	4
1454	25	27919	2
1455	68	27919	4
1456	45	5899	1
1457	38	5899	2
1458	42	5899	3
1459	51	5899	4
1460	25	29401	2
1461	57	29401	4
1462	38	24251	2
1463	55	24251	3
1464	48	24251	4
1465	42	1775	3
1466	52	1775	4
1467	46	29918	1
1468	45	29918	2
1469	31	29918	3
1470	30	29918	4
1471	57	610	4
1472	47	13193	4
1473	61	28385	4
1474	36	5432	2
1475	42	5432	3
1476	25	5432	4
1477	38	31831	2
1478	47	31831	4
1479	53	25976	1
1480	14	25976	2
1481	42	25976	3
1482	36	25976	4
1483	0	32785	1
1484	9	32785	4
1485	38	32582	4
1486	33	29593	2
1487	67	30830	1
1488	42	30830	3
1489	26	30830	4
1490	55	29492	4
1491	65	23167	1
1492	59	23167	2
1493	40	23167	3
1494	27	27764	3
1495	67	31965	1
1496	81	31965	2
1497	69	31965	3
1498	9	27485	2
1499	12	27485	3
1500	76	27485	4
1501	45	23602	3
